Entity,Code,1750,1751,1752,1753,1754,1755,1756,1757,1758,1759,1760,1761,1762,1763,1764,1765,1766,1767,1768,1769,1770,1771,1772,1773,1774,1775,1776,1777,1778,1779,1780,1781,1782,1783,1784,1785,1786,1787,1788,1789,1790,1791,1792,1793,1794,1795,1796,1797,1798,1799,1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Aruba,ABW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33394.0,35759.0,82747.0,103410.0,134573.0,111780.0,109356.0,117021.0,129408.0,144989.0,157577.0,184002.0,199499.0,186174.0,150449.0,183348.0,106832.0,172546.0,216331.0,251360.0,281777.0,319338.0,327045.0,0.0,409579.0,645962.0,372977.0,431663.0,873142.0,722234.0,934078.0,637987.0,558852.0,719371.0,618561.0,645553.0,708942.0,679088.0,660275.0,592387.0,553944.0,682359.0,634510.0,830405.0,928761.0,808321.0,783783.0,869461.0,788077.0,570712.0,1219127.0,636760.0,542289.0,568871.0,585435.0,557625.0,623468.0,320425.0,800142.0,936532.0,179536.0,447008.0,611888.0,648528.0,487312.0,531280.0,538608.0,648528.0,659520.0,707152.0,725472.0,758448.0,806080.0,809744.0,2377936.0,2407248.0,2436560.0,2561136.0,2616096.0,2718688.0,2715024.0,2821280.0,2656400.0,2627088.0,2506176.0,2498848.0,1348352.0,861040.0,872032.0,897680.0,883024.0,890352.0,872032.0,890352.0,890352.0,857967.0,865874.0
Australia,AUS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236.0,661.0,629.0,787.0,1259.0,1259.0,2203.0,2203.0,2832.0,3451.0,2753.0,2281.0,2045.0,1888.0,3540.0,6160.0,3147.0,3934.0002,4720.0,4720.0,2870.0,6360.0,5902.0,3786.0,6031.0,5748.0,1421.0,11239.0,10718.0,13358.0,19498.0,19897.0,25305.0,27094.0,33487.0,47605.0,54819.0,62779.0,40692.0,36374.0,35125.0,61308.0,64088.0,71507.0,76336.0,112052.0,106379.0,106055.0,152321.0,183526.0,215678.0,298886.0,331100.0,340483.0,484948.0,599769.0,560575.0,787635.0,720450.0,903160.0,973508.0,1280060.0,1239852.0,1532259.0,1464684.0,1402391.0,1440910.0,1636610.0,1930549.0,2125629.0,2142736.0,2158161.0,2372097.0,2561644.0,2577875.0,2417483.0,2905113.0,3449765.0,4146751.0,4531928.0,4871322.0,4829301.0,5022818.0,5609240.0,6250296.0,5450851.0,6884677.0,6459545.0,5773102.0,6521718.0,6750805.0,7167209.0,7906717.0,8513916.0,8696603.0,10167600.0,11439008.0,11395040.0,11224408.0,11543990.0,12052433.0,14358062.0,15486985.0,16792072.0,14580129.0,17707020.0,19526794.0,21211162.0,22801300.0,24922456.0,22269420.0,19853626.0,21334476.0,23364628.0,22185334.0,26306108.0,23785314.0,24921644.0,25684384.0,28190650.0,29631932.0,29587222.0,31269102.0,29018580.0,26906062.0,25899494.0,22551372.0,23050902.0,24781530.0,26208724.0,28957930.0,31513688.0,33755788.0,33696736.0,37983664.0,35346490.0,39334720.0,42027110.0,41193708.0,41026970.0,39159604.0,42740160.0,44776696.0,47012696.0,48064290.0,55738172.0,61121816.0,62446628.0,63035868.0,67942590.0,71968220.0,75482410.0,75479290.0,77936310.0,83071790.0,87444264.0,87009520.0,90908610.0,95995810.0,103544750.0,113604900.0,115736220.0,122280584.0,128768060.0,136413540.0,147861020.0,151116060.0,153598260.0,170143800.0,166182740.0,173101520.0,169803060.0,181914660.0,191051580.0,192321940.0,204370200.0,213809920.0,218000900.0,207645390.0,217516260.0,224555890.0,224040290.0,234599840.0,240737040.0,256836640.0,278160300.0,279534000.0,284528770.0,288873500.0,293700930.0,305055580.0,311940480.0,320332770.0,334135550.0,343959200.0,350007680.0,357783400.0,362536540.0,369441730.0,382873440.0,386205380.0,392436350.0,399676260.0,404255700.0,407477150.0,405512200.0,404256770.0,406579740.0,399288030.0,393049380.0,401378370.0,410253600.0,413655460.0,415350720.0,415811260.0,396685200.0,386606940.0,392279260.0
Austria,AUT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168544.0,,,,,,,,,,,,252815.98,333424.0,359072.0,366400.0,348080.0,399376.0,403040.0,458000.0,476320.0,458000.0,476320.0,494640.0,479984.0,512960.03,428688.0,586240.0,633872.0,674176.0,707152.0,850048.0,1058896.0,1168816.0,1319040.0,1458272.0,1267744.0,1593840.0,1799024.0,2114128.0,2081152.0,2333968.0,2260688.0,2326640.0,2333968.0,2810288.0,3224320.0,3176688.0,3700640.0,4231920.0,4873120.0,7243728.0,5866064.0,6148192.0,6379024.0,6353376.0,5877056.0,5074640.0,5353104.0,3594384.0,4913424.0,6071248.0,6485280.0,7364640.0,10141952.0,10006384.0,10728192.0,9152672.0,7859280.0,8090111.5,7284032.0,7240064.0,8863216.0,23647456.0,10314160.0,10599952.0,11761440.0,11460992.0,12047232.0,11369392.0,12256080.0,11951968.0,12875296.0,13036512.0,14945456.0,14465472.0,17700784.0,18129472.0,20371840.0,21298832.0,23020912.0,24453536.0,24816272.0,27696176.0,28352032.0,25695632.0,25699296.0,27208864.0,28608512.0,34177790.0,42696590.0,60030976.0,43641904.0,58785216.0,49141570.0,51688050.0,60983616.0,49654530.0,35342944.0,9086720.0,3451488.0,3337904.0,3015472.0,14527760.0,19338592.0,18587472.0,17777728.0,20093376.0,18990512.0,18620448.0,20122688.0,21190466.0,24172726.0,18863498.0,18102606.0,15171198.0,14229847.0,13753408.0,13921714.0,13591954.0,15258836.0,5786503.0,6335720.0,7343022.0,7973112.0,8545348.0,9611216.0,9390832.0,4561680.0,12760137.0,17630040.0,24487262.0,26574256.0,20894256.0,23264090.0,22069984.0,21714546.0,24505592.0,29069986.0,28204984.0,29178806.0,28086846.0,27909902.0,30784480.0,31824046.0,33864984.0,36949060.0,38896436.0,38140550.0,39208596.0,39915572.0,42297140.0,44638410.0,50631700.0,52069100.0,56071172.0,60015524.0,57294164.0,54213684.0,58203790.0,55993692.0,57226484.0,61321330.0,52024932.0,55832892.0,53565290.0,51668240.0,54214052.0,54366320.0,53728532.0,57373910.0,52937220.0,53696290.0,62167160.0,65765656.0,60266150.0,60692130.0,61066644.0,64044060.0,67388560.0,67285130.0,66920028.0,65671310.0,66171724.0,70171320.0,71974936.0,77401896.0,77699210.0,79097400.0,76817416.0,74117800.0,73495470.0,67315330.0,72017330.0,69909256.0,67282920.0,67776040.0,64175904.0,66365640.0,67226580.0,69608664.0,66571892.0,67956160.0,62121252.0,66018630.0,61488424.0
Azerbaijan,AZE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8969.0,11393.0,10278.0,10762.0,12071.0,11538.0,36456.0,41837.0,34808.0,47219.0,51242.0,69180.0,71022.0,66659.0,80912.0,93128.0,115622.0,117998.0,154212.0,158236.0,185626.0,195516.0,205939.0,234396.0,237984.0,259217.0,265859.0,281324.0,293444.0,316907.0,358890.0,395153.0,418277.0,490268.0,499334.0,573749.0,584075.0,675313.0,757388.0,878634.0,995323.0,1021841.06,986936.0,965411.0,1074101.0,958770.0,1093590.0,1224920.0,1232434.0,1300983.0,1275871.0,1322799.0,1498438.0,1627780.0,1469109.0,1348444.0,1437209.0,1322702.0,527500.0,450564.0,410860.0,445571.0,543401.0,600267.0,715163.0,705855.0,1022714.0,1271508.0,1399527.0,1508104.0,2058126.0,2474113.0,2784092.0,3114299.0,3763879.0,4254846.0,4871674.0,4986341.0,5263371.0,5328024.0,6385680.0,5610624.0,3072553.0,3206694.0,4650303.0,4904592.0,5498805.0,6615086.0,7028498.0,7986668.0,8890568.0,9626163.0,10308379.0,10904854.0,11901260.0,13495757.0,14814812.0,16222666.0,17330966.0,18226204.0,18984488.0,19599320.0,20594496.0,22108098.0,23531058.0,24970668.0,26376980.0,27599082.0,28393032.0,29583094.0,31105304.0,33029782.0,34768016.0,36255064.0,37656150.0,39597612.0,41125860.0,42529732.0,44002090.0,44370444.0,46109770.0,45261570.0,46118684.0,46784470.0,47209396.0,50898268.0,53118396.0,49605304.0,51012316.0,50643184.0,51151204.0,49752200.0,56174400.0,48406096.0,41944856.0,33309350.0,31242310.0,29842898.0,31784872.0,28821594.0,29765310.0,28415460.0,28570334.0,30487584.0,32253040.0,34193560.0,34521828.0,30036786.0,33036510.0,29102576.0,27549052.0,30209808.0,32773342.0,33555224.0,34348428.0,34682950.0,34727330.0,34607044.0,34575828.0,37737896.0,36149228.0,38333620.0,38062656.0
Bahamas,BHS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54960.0,65952.0,76944.0,80608.0,84272.0,128240.01,139232.0,175872.0,179536.0,260144.0,410368.0,545936.0,725472.0,707152.0,1084544.0,1315376.0,1091872.0,1700996.0,1627716.0,1740766.0,2568770.0,6723746.0,6481298.0,7862745.0,7379751.0,8246118.5,6457396.0,9708689.0,6597044.0,6915653.0,7972125.0,2798440.0,2258485.0,2014374.0,1853984.0,1509568.0,1410640.0,1421632.0,1538880.0,1945584.0,2022527.9,1996880.0,1868640.0,1744064.0,1769712.0,1839328.0,1813680.0,1608496.0,1989552.0,2033520.0,2026192.0,1945584.0,2037184.0,2070159.9,2048176.0,1905280.0,1853984.0,1872304.0,1916272.0,2154432.0,2227712.0,2114128.0,2051840.1,2029856.0,2136112.0,2246032.0,2209392.0,2509840.0,2421904.0,2454880.0,2183744.0,2100671.0,2120000.0
Bahrain,BHR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10992.0,120912.0,531280.0,1949248.0,3253632.0,3477136.0,3184016.0,2967840.0,2850592.0,2616096.0,2758992.0,2817616.0,3063104.0,3359888.0,3949792.0,4576336.0,4609312.0,1381328.0,1176144.0,1286064.0,996608.0,1044240.0,1403312.0,1055232.0,754784.0,1289728.0,1311712.0,575248.0,1769712.0,1590176.0,1194464.0,1597504.0,1227440.0,648528.0,1003936.06,1102864.0,1271408.0,2590448.0,3037456.0,3678656.0,5517984.0,5400736.0,5748816.0,6569552.0,7463568.0,7760352.0,8126752.0,7881264.0,8518800.0,9830512.0,8222016.5,9200304.0,10185920.0,11002992.0,11420688.0,12142559.0,11716746.0,11555729.0,11391223.0,10492517.0,16839962.0,14443015.0,14823117.0,16018644.0,17288858.0,18366356.0,18314830.0,19233764.0,15374893.0,15868013.0,16769491.0,17883504.0,19804052.0,19421150.0,26771124.0,29681318.0,28098070.0,29075436.0,28467646.0,27118990.0,31157658.0,30899728.0,32459652.0,31559504.0,32835182.0,32636948.0,37583132.0,37395950.0,38122464.0,37795670.0
Bangladesh,BGD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117474.0,121485.0,134077.0,190233.0,993068.0,1226293.0,1295057.0,1317977.0,1338604.0,1379291.0,1634291.0,1688719.0,1896161.0,1840007.0,2211905.0,2290410.0,2516756.0,2893242.0,2974612.0,3121306.0,3176314.0,3371142.0,3865666.0,3749327.0,3803195.0,3605832.0,3505921.0,4549694.0,4653084.0,4856723.0,5555798.0,5784754.0,5984423.0,6612648.0,7597219.0,7886136.0,8552288.0,8188282.0,9077160.0,10189161.0,11405807.0,11799727.0,13478441.0,13382363.0,14081596.0,14741983.0,15379904.0,16062897.0,17538016.0,21041714.0,21492816.0,23125868.0,23197800.0,25074988.0,26524610.0,31034908.0,31981244.0,33459294.0,35945412.0,37676584.0,41689170.0,42642130.0,45300870.0,49148070.0,53991556.0,56556344.0,60707800.0,61798984.0,66008996.0,73157550.0,76203280.0,80741780.0,82555700.0,100791880.0,93614960.0,98760296.0,102103340.0
Barbados,BRB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3664.0,3664.0,7328.0,3664.0,3664.0,3664.0,3664.0,,,,,3664.0,,,,,,,,3664.0,3664.0,3664.0,73280.0,109920.0,87936.0,109920.0,113584.0,128240.01,128240.01,135568.0,150224.0,150224.0,172208.0,194192.0,260144.0,190528.0,179536.0,205184.0,267472.0,337088.0,439680.0,479984.0,428688.0,483648.0,501968.03,479984.0,490976.0,567920.0,531280.0,589904.0,630208.0,600896.0,674176.0,685168.0,644864.0,685168.0,746995.0,845711.0,915407.0,941049.0,944787.0,988686.0,1275266.0,1418175.0,1361827.0,1096878.0,1163526.0,1282955.0,1339005.0,1540428.0,1572115.0,1653427.0,1748824.0,1651888.0,1657568.0,1699495.0,1720192.0,1762496.0,1775152.0,1802221.0,2081465.0,2000142.1,1845064.0,1941506.0,1803368.0,1822085.0,1690056.0,1686392.0,1693720.0,1644597.0,1655590.0,1666716.0,1233549.0,1226393.0,1232837.0
Belarus,BLR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,511.0,613.0,409.0,511.0,,,,,,,,,,,,,,,,,3167.0,,,,,9604.0,,,13486.0,14304.0,18901.0,24010.0,21660.0,22681.0,25440.0,24316.0,76831.0,88171.0,73357.0,99512.0,107992.0,145794.0,149677.0,140481.0,170519.0,196265.0,243671.0,248678.0,324997.0,333477.0,391202.0,412045.0,434011.0,493984.0,501544.0,546294.0,560291.0,592883.0,618425.0,667874.0,756352.0,832774.0,881508.0,1033228.06,1052333.0,1209162.0,1230923.0,1423204.0,1596175.0,1851698.0,2097617.0,2153503.0,2079942.0,2034579.0,2263640.0,2020582.0,2304712.0,2581486.0,2597322.0,2741788.0,2688865.0,2787764.0,3157919.0,3430504.0,3096108.0,2841811.0,3028881.0,2787559.0,1111693.0,949552.0,865876.0,939029.0,1145204.0,1265048.0,1507186.0,1487570.0,2155342.0,2679670.0,2969363.0,3199466.0,4357852.0,5235599.0,5893972.0,6586388.0,7964323.0,9010702.0,10326938.0,10563090.0,11149309.0,11286001.0,13525651.0,11888040.0,6475324.0,6758023.0,9800390.0,10362061.0,11635659.0,14006652.0,14897184.0,16933366.0,18865480.0,20439446.0,21890260.0,23160154.0,25289996.0,28678786.0,31458016.0,34429640.0,36758984.0,38652536.0,40253452.0,41531624.0,43619750.0,46795810.0,49778040.0,52811660.0,55782430.0,58360304.0,60029004.0,62538064.0,65798090.0,69832370.0,73492616.0,76619990.0,79563590.0,83637470.0,86817990.0,89745016.0,92827690.0,93562220.0,97202570.0,95372456.0,97143720.0,98501310.0,99339960.0,107063336.0,121551550.0,112490520.0,114307260.0,109141630.0,108345060.0,104071656.0,93482970.0,80561816.0,67879400.0,60905644.0,61734784.0,61588412.0,60073450.0,57965508.0,54905984.0,54002984.0,53844144.0,55087984.0,58253532.0,59310290.0,61743588.0,60218140.0,62836412.0,60577744.0,62445120.0,61307590.0,62545264.0,64125556.0,63648870.0,58798910.0,58134484.0,59381852.0,62156932.0,62096344.0,59055548.0,60938200.0,58801130.0
Belgium,BEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6397344.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,6195824.0,4462752.0,4715568.0,4565344.0,4407792.0,4759536.0,5598592.0,5997968.0,6122544.0,6708784.0,7727376.0,7390288.0,7679744.0,7111824.0,7800656.0,8218352.5,8965808.0,9317552.0,8284303.5,8734976.0,9332208.0,10167600.0,11409696.0,11787088.0,13058496.0,13377264.0,13212384.0,13754656.0,14450816.0,14897824.0,15212928.0,16458689.0,16345104.0,17228128.0,18081840.0,19060128.0,20529392.0,22233152.0,20100704.0,21650576.0,24746656.0,23717072.0,25589376.0,28106544.0,25915472.0,26930400.0,26318512.0,25050768.0,27238176.0,27732816.0,30425856.0,30631040.0,32437394.0,34382976.0,33870016.0,33082256.0,32103970.0,33968944.0,36053760.0,36834190.0,39824016.0,37779504.0,37728210.0,36075744.0,39831344.0,40131790.0,42278896.0,43744496.0,45085520.0,47126370.0,49665520.0,46708670.0,48855776.0,52629696.0,50350690.0,50266416.0,57495490.0,58323550.0,57847230.0,57762960.0,61287730.0,61687104.0,64775856.0,68014830.0,40575136.0,34419616.0,45792670.0,36247950.0,33723456.0,44869344.0,55154190.0,50533890.0,55908976.0,71884020.0,76255170.0,78039540.0,77684130.0,90475150.0,88246130.0,96954620.0,93672490.0,84122810.0,67713210.0,72656570.0,74957770.0,71640630.0,75003560.0,90298120.0,79119070.0,73709370.0,62103940.0,65183670.0,61076828.0,57852690.0,33138442.0,38755176.0,56410636.0,82030070.0,85057290.0,80772050.0,76200490.0,89449784.0,83463970.0,82373680.0,85734580.0,92017060.0,96780376.0,96487070.0,87685100.0,88310100.0,90908080.0,92698296.0,98018300.0,105676390.0,103553990.0,105330790.0,105096750.0,107361010.0,118437576.0,123491760.0,125490456.0,121370504.0,130637680.0,138639170.0,134950100.0,121823030.0,129677600.0,126199330.0,135450270.0,139786510.0,134835790.0,123573624.0,117101900.0,101201840.0,104966536.0,104004500.0,102366760.0,102588710.0,99742824.0,106792080.0,120292800.0,123362620.0,122488490.0,121423870.0,124796744.0,125936296.0,129478744.0,123990620.0,130223496.0,124681140.0,126721544.0,126066060.0,126863016.0,128248340.0,128770830.0,125627920.0,123872980.0,120463270.0,120170040.0,107765100.0,114604104.0,105068560.0,102404520.0,102714744.0,97029240.0,101145630.0,99623020.0,99055040.0,99967320.0,99470264.0,91101384.0,95668080.0,89605360.0
Belize,BLZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18320.0,25648.0,25648.0,29312.0,29312.0,29312.0,29312.0,29312.0,40304.0,40304.0,43968.0,36640.0,69616.0,62288.0,84272.0,84272.0,80608.0,120912.0,102592.0,135568.0,120912.0,142896.0,157552.0,146560.0,153888.0,175872.0,175872.0,197856.0,216176.0,208848.0,190528.0,183200.0,172208.0,172208.0,172208.0,190528.0,205184.0,227168.0,249152.0,300448.0,311440.0,406704.0,355408.0,377392.0,373728.0,377392.0,307776.0,388384.0,370064.0,348080.0,395712.0,447008.0,432352.0,432352.0,392048.0,421360.0,443344.0,476320.0,436016.0,516623.97,538608.0,553264.0,450672.0,439680.0,468992.0,641200.0,626544.0,615552.0,604560.0,707152.0,613332.0,702059.0,725231.0
Benin,BEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137812.0,115233.0,128858.0,107057.0,126132.99,125744.0,145598.0,149102.0,124576.0,102592.0,161216.0,128240.01,135568.0,120912.0,142896.0,150224.0,113584.0,142896.0,153888.0,201520.0,282128.0,293120.0,388384.0,381056.0,406704.0,443344.0,260144.0,296784.0,362736.0,366400.0,479826.0,387291.0,442545.0,404411.0,448296.0,686373.0,624003.0,473696.0,508050.03,570164.0,579346.0,619650.0,670946.0,807422.0,911527.0,956267.0,1183806.0,1223975.0,1113856.0,1461936.0,1472928.0,1689104.0,2110055.0,2393998.0,2593600.0,2489730.0,3351106.0,3930960.0,3918994.0,4224517.0,4679390.0,4479719.0,4402539.0,4565975.0,4796000.0,5328876.0,6494014.0,6804151.0,7434497.0,7116143.0,7744662.0,8312495.0,8432160.0
Bermuda,BMU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43968.0,58624.0,106256.0,91600.0,84272.0,109920.0,135568.0,139232.0,146560.0,135568.0,157552.0,175872.0,157552.0,150224.0,201520.0,179536.0,201520.0,212512.0,223504.0,197856.0,227168.0,230832.0,252815.98,425024.0,443344.0,458000.0,468992.0,454336.0,425024.0,461664.0,436016.0,388384.0,395712.0,450672.0,443344.0,450672.0,421360.0,571584.0,644864.0,780432.0,501968.03,538608.0,461664.0,538608.0,531280.0,531280.0,527616.0,523952.0,520288.0,512960.03,516623.97,527616.0,556928.0,560592.0,582576.0,582576.0,652192.0,729136.0,648528.0,476320.0,608224.0,443344.0,366400.0,534944.0,670512.0,538608.0,619216.0,633872.0,696160.0,593568.0,458000.0,441341.0,445408.0
Bhutan,BTN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3664.0,3664.0,3664.0,3664.0,3664.0,3664.0,3664.0,7328.0,10992.0,21984.0,21984.0,55349.0,62680.996,86749.0,108740.0,119740.0,112419.0,160059.0,167395.0,119770.0,185730.0,185738.0,215057.0,181786.0,212410.0,248966.0,298272.0,390105.0,382195.0,385869.0,396871.0,384229.0,416511.0,376217.0,307913.0,395860.0,393510.0,393522.0,422152.0,389881.0,487768.0,732023.0,835194.0,918201.0,1028223.06,1056506.0,1261386.0,1341511.0,1477737.0,1458625.0,919762.0,1062180.0,1055528.0
Bolivia,BOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3664.0,10992.0,10992.0,7328.0,14656.0,43968.0,73167.0,69586.0,43938.0,54928.0,65863.0,84272.0,128151.0,106167.0,135476.0,146471.0,139113.0,168425.0,161094.0,168395.0,205033.0,289280.0,494493.0,461515.0,512811.0,538459.0,787641.0,930507.0,1106409.0,1003847.0,915882.0,948857.0,1003787.06,1040398.0,1098992.0,1212547.0,1479989.0,1509330.0,1688837.0,1890386.0,2176118.0,2546154.0,2483717.0,3058935.0,3568142.0,3454469.0,3512944.0,4054978.8,4574829.0,4474857.0,5020144.0,4730077.0,4658973.0,4781038.0,4337867.0,4278137.0,4029341.2,4109758.0,3763680.0,4011800.8,4286778.0,4968446.0,10006868.0,10495215.0,11014244.0,11550309.0,9638258.0,9016550.0,10016150.0,11721163.0,11252271.0,10939507.0,8433878.0,8742807.0,10403424.0,10968004.0,11031935.0,12312617.0,12332331.0,12695380.0,12965221.0,13538143.0,14718776.0,15948673.0,17535340.0,17769010.0,19887892.0,19886526.0,21239286.0,22171246.0,22501642.0,22605112.0,18326306.0,21725994.0,21493740.0
